timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1616099575030,21680,Login User,200,,Load Testing 1-500,text,true,,261,223,925,925,http://localhost:8082/users/login,21680,0,0
1616099574336,22439,User Controller,200,,Load Testing 1-911,,true,,598,463,924,924,null,0,0,0
1616099574450,144,Create User (signup),201,,Load Testing 1-911,text,true,,337,240,986,986,http://localhost:8082/users/create,144,0,1
1616099575030,21745,Login User,200,,Load Testing 1-911,text,true,,261,223,924,924,http://localhost:8082/users/login,21745,0,0
1616099574491,22359,User Controller,200,,Load Testing 1-950,,true,,598,463,923,923,null,0,0,0
1616099574493,108,Create User (signup),201,,Load Testing 1-950,text,true,,337,240,987,987,http://localhost:8082/users/create,108,0,1
1616099575030,21820,Login User,200,,Load Testing 1-950,text,true,,261,223,923,923,http://localhost:8082/users/login,21820,0,0
1616099573767,23097,User Controller,200,,Load Testing 1-676,,true,,598,463,922,922,null,0,0,0
1616099573767,1241,Create User (signup),201,,Load Testing 1-676,text,true,,337,240,1000,1000,http://localhost:8082/users/create,1241,0,109
1616099575031,21833,Login User,200,,Load Testing 1-676,text,true,,261,223,922,922,http://localhost:8082/users/login,21833,0,0
1616099574448,22432,User Controller,200,,Load Testing 1-928,,true,,598,463,921,921,null,0,0,0
1616099574449,144,Create User (signup),201,,Load Testing 1-928,text,true,,337,240,986,986,http://localhost:8082/users/create,144,0,0
1616099575030,21850,Login User,200,,Load Testing 1-928,text,true,,261,223,921,921,http://localhost:8082/users/login,21850,0,0
1616099574263,22630,User Controller,200,,Load Testing 1-895,,true,,598,463,920,920,null,0,0,0
